,p_id,week
19411,367,['08-28-2022']
19412,367,['09-04-2022']
19413,367,['09-11-2022']
19414,367,['09-18-2022']
19415,367,['09-25-2022']
19416,367,['10-02-2022']
19417,367,['10-09-2022']
19418,367,['10-16-2022']
19419,367,['10-23-2022']
19420,367,['10-30-2022']
19421,367,['11-06-2022']
19422,367,['11-13-2022']
19423,367,['11-20-2022']
19424,367,['11-27-2022']
19425,367,['12-04-2022']
19426,367,['12-11-2022']
19427,367,['12-18-2022']
19428,367,['12-25-2022']
19429,367,['01-01-2023']
19430,367,['01-08-2023']
19431,367,['01-15-2023']
19432,367,['01-22-2023']
19433,367,['01-29-2023']
19434,367,['02-05-2023']
19435,367,['02-12-2023']
19436,367,['02-19-2023']
19437,367,['02-26-2023']
19438,367,['03-05-2023']
19439,367,['03-12-2023']
19440,367,['03-19-2023']
19441,367,['03-26-2023']
19442,367,['04-02-2023']
19443,367,['04-09-2023']
19444,367,['04-16-2023']
19445,367,['04-23-2023']
19446,367,['04-30-2023']
19447,367,['05-07-2023']
19448,367,['05-14-2023']
19449,367,['05-21-2023']
19450,367,['05-28-2023']
19451,368,['05-29-2022']
19452,368,['06-05-2022']
19453,368,['06-12-2022']
19454,368,['06-19-2022']
19455,368,['06-26-2022']
19456,368,['07-03-2022']
19457,368,['07-10-2022']
19458,368,['07-17-2022']
19459,368,['07-24-2022']
19460,368,['07-31-2022']
19461,368,['08-07-2022']
19462,368,['08-14-2022']
19463,368,['08-21-2022']
19464,368,['08-28-2022']
19465,368,['09-04-2022']
19466,368,['09-11-2022']
19467,368,['09-18-2022']
19468,368,['09-25-2022']
19469,368,['10-02-2022']
19470,368,['10-09-2022']
19471,368,['10-16-2022']
19472,368,['10-23-2022']
19473,368,['10-30-2022']
19474,368,['11-06-2022']
19475,368,['11-13-2022']
19476,368,['11-20-2022']
19477,368,['11-27-2022']
19478,368,['12-04-2022']
19479,368,['12-11-2022']
19480,368,['12-18-2022']
19481,368,['12-25-2022']
19482,368,['01-01-2023']
19483,368,['01-08-2023']
19484,368,['01-15-2023']
19485,368,['01-22-2023']
19486,368,['01-29-2023']
19487,368,['02-05-2023']
19488,368,['02-12-2023']
19489,368,['02-19-2023']
19490,368,['02-26-2023']
19491,368,['03-05-2023']
19492,368,['03-12-2023']
19493,368,['03-19-2023']
19494,368,['03-26-2023']
19495,368,['04-02-2023']
19496,368,['04-09-2023']
19497,368,['04-16-2023']
19498,368,['04-23-2023']
19499,368,['04-30-2023']
19500,368,['05-07-2023']
19501,368,['05-14-2023']
19502,368,['05-21-2023']
19503,368,['05-28-2023']
19504,369,['05-29-2022']
19505,369,['06-05-2022']
19506,369,['06-12-2022']
19507,369,['06-19-2022']
19508,369,['06-26-2022']
19509,369,['07-03-2022']
19510,369,['07-10-2022']
19511,369,['07-17-2022']
19512,369,['07-24-2022']
19513,369,['07-31-2022']
19514,369,['08-07-2022']
19515,369,['08-14-2022']
19516,369,['08-21-2022']
19517,369,['08-28-2022']
19518,369,['09-04-2022']
19519,369,['09-11-2022']
19520,369,['09-18-2022']
19521,369,['09-25-2022']
19522,369,['10-02-2022']
19523,369,['10-09-2022']
19524,369,['10-16-2022']
19525,369,['10-23-2022']
19526,369,['10-30-2022']
19527,369,['11-06-2022']
19528,369,['11-13-2022']
19529,369,['11-20-2022']
19530,369,['11-27-2022']
19531,369,['12-04-2022']
19532,369,['12-11-2022']
19533,369,['12-18-2022']
19534,369,['12-25-2022']
19535,369,['01-01-2023']
19536,369,['01-08-2023']
19537,369,['01-15-2023']
19538,369,['01-22-2023']
19539,369,['01-29-2023']
19540,369,['02-05-2023']
19541,369,['02-12-2023']
19542,369,['02-19-2023']
19543,369,['02-26-2023']
19544,369,['03-05-2023']
19545,369,['03-12-2023']
19546,369,['03-19-2023']
19547,369,['03-26-2023']
19548,369,['04-02-2023']
19549,369,['04-09-2023']
19550,369,['04-16-2023']
19551,369,['04-23-2023']
19552,369,['04-30-2023']
19553,369,['05-07-2023']
19554,369,['05-14-2023']
19555,369,['05-21-2023']
19556,369,['05-28-2023']
19557,370,['05-29-2022']
19558,370,['06-05-2022']
19559,370,['06-12-2022']
19560,370,['06-19-2022']
19561,370,['06-26-2022']
19562,370,['07-03-2022']
19563,370,['07-10-2022']
19564,370,['07-17-2022']
19565,370,['07-24-2022']
19566,370,['07-31-2022']
19567,370,['08-07-2022']
19568,370,['08-14-2022']
19569,370,['08-21-2022']
19570,370,['08-28-2022']
19571,370,['09-04-2022']
19572,370,['09-11-2022']
19573,370,['09-18-2022']
19574,370,['09-25-2022']
19575,370,['10-02-2022']
19576,370,['10-09-2022']
19577,370,['10-16-2022']
19578,370,['10-23-2022']
19579,370,['10-30-2022']
19580,370,['11-06-2022']
19581,370,['11-13-2022']
19582,370,['11-20-2022']
19583,370,['11-27-2022']
19584,370,['12-04-2022']
19585,370,['12-11-2022']
19586,370,['12-18-2022']
19587,370,['12-25-2022']
19588,370,['01-01-2023']
19589,370,['01-08-2023']
19590,370,['01-15-2023']
19591,370,['01-22-2023']
19592,370,['01-29-2023']
19593,370,['02-05-2023']
19594,370,['02-12-2023']
19595,370,['02-19-2023']
19596,370,['02-26-2023']
19597,370,['03-05-2023']
19598,370,['03-12-2023']
19599,370,['03-19-2023']
19600,370,['03-26-2023']
19601,370,['04-02-2023']
19602,370,['04-09-2023']
19603,370,['04-16-2023']
19604,370,['04-23-2023']
19605,370,['04-30-2023']
19606,370,['05-07-2023']
19607,370,['05-14-2023']
19608,370,['05-21-2023']
19609,370,['05-28-2023']
19610,371,['05-29-2022']
19611,371,['06-05-2022']
19612,371,['06-12-2022']
19613,371,['06-19-2022']
19614,371,['06-26-2022']
19615,371,['07-03-2022']
19616,371,['07-10-2022']
19617,371,['07-17-2022']
19618,371,['07-24-2022']
19619,371,['07-31-2022']
19620,371,['08-07-2022']
19621,371,['08-14-2022']
19622,371,['08-21-2022']
19623,371,['08-28-2022']
19624,371,['09-04-2022']
19625,371,['09-11-2022']
19626,371,['09-18-2022']
19627,371,['09-25-2022']
19628,371,['10-02-2022']
19629,371,['10-09-2022']
19630,371,['10-16-2022']
19631,371,['10-23-2022']
19632,371,['10-30-2022']
19633,371,['11-06-2022']
19634,371,['11-13-2022']
19635,371,['11-20-2022']
19636,371,['11-27-2022']
19637,371,['12-04-2022']
19638,371,['12-11-2022']
19639,371,['12-18-2022']
19640,371,['12-25-2022']
19641,371,['01-01-2023']
19642,371,['01-08-2023']
19643,371,['01-15-2023']
19644,371,['01-22-2023']
19645,371,['01-29-2023']
19646,371,['02-05-2023']
19647,371,['02-12-2023']
19648,371,['02-19-2023']
19649,371,['02-26-2023']
19650,371,['03-05-2023']
19651,371,['03-12-2023']
19652,371,['03-19-2023']
19653,371,['03-26-2023']
19654,371,['04-02-2023']
19655,371,['04-09-2023']
19656,371,['04-16-2023']
19657,371,['04-23-2023']
19658,371,['04-30-2023']
19659,371,['05-07-2023']
19660,371,['05-14-2023']
19661,371,['05-21-2023']
19662,371,['05-28-2023']
19663,372,['05-29-2022']
19664,372,['06-05-2022']
19665,372,['06-12-2022']
19666,372,['06-19-2022']
19667,372,['06-26-2022']
19668,372,['07-03-2022']
19669,372,['07-10-2022']
19670,372,['07-17-2022']
19671,372,['07-24-2022']
19672,372,['07-31-2022']
19673,372,['08-07-2022']
19674,372,['08-14-2022']
19675,372,['08-21-2022']
19676,372,['08-28-2022']
19677,372,['09-04-2022']
19678,372,['09-11-2022']
19679,372,['09-18-2022']
19680,372,['09-25-2022']
19681,372,['10-02-2022']
19682,372,['10-09-2022']
19683,372,['10-16-2022']
19684,372,['10-23-2022']
19685,372,['10-30-2022']
19686,372,['11-06-2022']
19687,372,['11-13-2022']
19688,372,['11-20-2022']
19689,372,['11-27-2022']
19690,372,['12-04-2022']
19691,372,['12-11-2022']
19692,372,['12-18-2022']
19693,372,['12-25-2022']
19694,372,['01-01-2023']
19695,372,['01-08-2023']
19696,372,['01-15-2023']
19697,372,['01-22-2023']
19698,372,['01-29-2023']
19699,372,['02-05-2023']
19700,372,['02-12-2023']
19701,372,['02-19-2023']
19702,372,['02-26-2023']
19703,372,['03-05-2023']
19704,372,['03-12-2023']
19705,372,['03-19-2023']
19706,372,['03-26-2023']
19707,372,['04-02-2023']
19708,372,['04-09-2023']
19709,372,['04-16-2023']
19710,372,['04-23-2023']
19711,372,['04-30-2023']
19712,372,['05-07-2023']
19713,372,['05-14-2023']
19714,372,['05-21-2023']
19715,372,['05-28-2023']
19716,373,['05-29-2022']
19717,373,['06-05-2022']
19718,373,['06-12-2022']
19719,373,['06-19-2022']
19720,373,['06-26-2022']
19721,373,['07-03-2022']
19722,373,['07-10-2022']
19723,373,['07-17-2022']
19724,373,['07-24-2022']
19725,373,['07-31-2022']
19726,373,['08-07-2022']
19727,373,['08-14-2022']
19728,373,['08-21-2022']
19729,373,['08-28-2022']
19730,373,['09-04-2022']
19731,373,['09-11-2022']
19732,373,['09-18-2022']
19733,373,['09-25-2022']
19734,373,['10-02-2022']
19735,373,['10-09-2022']
19736,373,['10-16-2022']
19737,373,['10-23-2022']
19738,373,['10-30-2022']
19739,373,['11-06-2022']
19740,373,['11-13-2022']
19741,373,['11-20-2022']
19742,373,['11-27-2022']
19743,373,['12-04-2022']
19744,373,['12-11-2022']
19745,373,['12-18-2022']
19746,373,['12-25-2022']
19747,373,['01-01-2023']
19748,373,['01-08-2023']
19749,373,['01-15-2023']
19750,373,['01-22-2023']
19751,373,['01-29-2023']
19752,373,['02-05-2023']
19753,373,['02-12-2023']
19754,373,['02-19-2023']
19755,373,['02-26-2023']
19756,373,['03-05-2023']
19757,373,['03-12-2023']
19758,373,['03-19-2023']
19759,373,['03-26-2023']
19760,373,['04-02-2023']
19761,373,['04-09-2023']
19762,373,['04-16-2023']
19763,373,['04-23-2023']
19764,373,['04-30-2023']
19765,373,['05-07-2023']
19766,373,['05-14-2023']
19767,373,['05-21-2023']
19768,373,['05-28-2023']
19769,374,['05-29-2022']
19770,374,['06-05-2022']
19771,374,['06-12-2022']
19772,374,['06-19-2022']
19773,374,['06-26-2022']
19774,374,['07-03-2022']
19775,374,['07-10-2022']
19776,374,['07-17-2022']
19777,374,['07-24-2022']
19778,374,['07-31-2022']
19779,374,['08-07-2022']
19780,374,['08-14-2022']
19781,374,['08-21-2022']
19782,374,['08-28-2022']
19783,374,['09-04-2022']
19784,374,['09-11-2022']
19785,374,['09-18-2022']
19786,374,['09-25-2022']
19787,374,['10-02-2022']
19788,374,['10-09-2022']
19789,374,['10-16-2022']
19790,374,['10-23-2022']
19791,374,['10-30-2022']
19792,374,['11-06-2022']
19793,374,['11-13-2022']
19794,374,['11-20-2022']
19795,374,['11-27-2022']
19796,374,['12-04-2022']
19797,374,['12-11-2022']
19798,374,['12-18-2022']
19799,374,['12-25-2022']
19800,374,['01-01-2023']
19801,374,['01-08-2023']
19802,374,['01-15-2023']
19803,374,['01-22-2023']
19804,374,['01-29-2023']
19805,374,['02-05-2023']
19806,374,['02-12-2023']
19807,374,['02-19-2023']
19808,374,['02-26-2023']
19809,374,['03-05-2023']
19810,374,['03-12-2023']
19811,374,['03-19-2023']
19812,374,['03-26-2023']
19813,374,['04-02-2023']
19814,374,['04-09-2023']
19815,374,['04-16-2023']
19816,374,['04-23-2023']
19817,374,['04-30-2023']
19818,374,['05-07-2023']
19819,374,['05-14-2023']
19820,374,['05-21-2023']
19821,374,['05-28-2023']
19822,375,['05-29-2022']
19823,375,['06-05-2022']
19824,375,['06-12-2022']
19825,375,['06-19-2022']
19826,375,['06-26-2022']
19827,375,['07-03-2022']
19828,375,['07-10-2022']
19829,375,['07-17-2022']
19830,375,['07-24-2022']
19831,375,['07-31-2022']
19832,375,['08-07-2022']
19833,375,['08-14-2022']
19834,375,['08-21-2022']
19835,375,['08-28-2022']
19836,375,['09-04-2022']
19837,375,['09-11-2022']
19838,375,['09-18-2022']
19839,375,['09-25-2022']
19840,375,['10-02-2022']
19841,375,['10-09-2022']
19842,375,['10-16-2022']
19843,375,['10-23-2022']
19844,375,['10-30-2022']
19845,375,['11-06-2022']
19846,375,['11-13-2022']
19847,375,['11-20-2022']
19848,375,['11-27-2022']
19849,375,['12-04-2022']
19850,375,['12-11-2022']
19851,375,['12-18-2022']
19852,375,['12-25-2022']
19853,375,['01-01-2023']
19854,375,['01-08-2023']
19855,375,['01-15-2023']
19856,375,['01-22-2023']
19857,375,['01-29-2023']
19858,375,['02-05-2023']
19859,375,['02-12-2023']
19860,375,['02-19-2023']
19861,375,['02-26-2023']
19862,375,['03-05-2023']
19863,375,['03-12-2023']
19864,375,['03-19-2023']
19865,375,['03-26-2023']
19866,375,['04-02-2023']
19867,375,['04-09-2023']
19868,375,['04-16-2023']
19869,375,['04-23-2023']
19870,375,['04-30-2023']
19871,375,['05-07-2023']
19872,375,['05-14-2023']
19873,375,['05-21-2023']
19874,375,['05-28-2023']
19875,376,['05-29-2022']
19876,376,['06-05-2022']
19877,376,['06-12-2022']
19878,376,['06-19-2022']
19879,376,['06-26-2022']
19880,376,['07-03-2022']
19881,376,['07-10-2022']
19882,376,['07-17-2022']
19883,376,['07-24-2022']
19884,376,['07-31-2022']
19885,376,['08-07-2022']
19886,376,['08-14-2022']
19887,376,['08-21-2022']
19888,376,['08-28-2022']
19889,376,['09-04-2022']
19890,376,['09-11-2022']
19891,376,['09-18-2022']
19892,376,['09-25-2022']
19893,376,['10-02-2022']
19894,376,['10-09-2022']
19895,376,['10-16-2022']
19896,376,['10-23-2022']
19897,376,['10-30-2022']
19898,376,['11-06-2022']
19899,376,['11-13-2022']
19900,376,['11-20-2022']
19901,376,['11-27-2022']
19902,376,['12-04-2022']
19903,376,['12-11-2022']
19904,376,['12-18-2022']
19905,376,['12-25-2022']
19906,376,['01-01-2023']
19907,376,['01-08-2023']
19908,376,['01-15-2023']
19909,376,['01-22-2023']
19910,376,['01-29-2023']
19911,376,['02-05-2023']
19912,376,['02-12-2023']
19913,376,['02-19-2023']
19914,376,['02-26-2023']
19915,376,['03-05-2023']
19916,376,['03-12-2023']
19917,376,['03-19-2023']
19918,376,['03-26-2023']
19919,376,['04-02-2023']
19920,376,['04-09-2023']
19921,376,['04-16-2023']
19922,376,['04-23-2023']
19923,376,['04-30-2023']
19924,376,['05-07-2023']
19925,376,['05-14-2023']
19926,376,['05-21-2023']
19927,376,['05-28-2023']
19928,377,['05-29-2022']
19929,377,['06-05-2022']
19930,377,['06-12-2022']
19931,377,['06-19-2022']
19932,377,['06-26-2022']
19933,377,['07-03-2022']
19934,377,['07-10-2022']
19935,377,['07-17-2022']
19936,377,['07-24-2022']
19937,377,['07-31-2022']
19938,377,['08-07-2022']
19939,377,['08-14-2022']
19940,377,['08-21-2022']
19941,377,['08-28-2022']
19942,377,['09-04-2022']
19943,377,['09-11-2022']
19944,377,['09-18-2022']
19945,377,['09-25-2022']
19946,377,['10-02-2022']
19947,377,['10-09-2022']
19948,377,['10-16-2022']
19949,377,['10-23-2022']
19950,377,['10-30-2022']
19951,377,['11-06-2022']
19952,377,['11-13-2022']
19953,377,['11-20-2022']
19954,377,['11-27-2022']
19955,377,['12-04-2022']
19956,377,['12-11-2022']
19957,377,['12-18-2022']
19958,377,['12-25-2022']
19959,377,['01-01-2023']
19960,377,['01-08-2023']
19961,377,['01-15-2023']
19962,377,['01-22-2023']
19963,377,['01-29-2023']
19964,377,['02-05-2023']
19965,377,['02-12-2023']
19966,377,['02-19-2023']
19967,377,['02-26-2023']
19968,377,['03-05-2023']
19969,377,['03-12-2023']
19970,377,['03-19-2023']
19971,377,['03-26-2023']
19972,377,['04-02-2023']
19973,377,['04-09-2023']
19974,377,['04-16-2023']
19975,377,['04-23-2023']
19976,377,['04-30-2023']
19977,377,['05-07-2023']
19978,377,['05-14-2023']
19979,377,['05-21-2023']
19980,377,['05-28-2023']
19981,378,['05-29-2022']
19982,378,['06-05-2022']
19983,378,['06-12-2022']
19984,378,['06-19-2022']
19985,378,['06-26-2022']
19986,378,['07-03-2022']
19987,378,['07-10-2022']
19988,378,['07-17-2022']
19989,378,['07-24-2022']
19990,378,['07-31-2022']
19991,378,['08-07-2022']
19992,378,['08-14-2022']
19993,378,['08-21-2022']
19994,378,['08-28-2022']
19995,378,['09-04-2022']
19996,378,['09-11-2022']
19997,378,['09-18-2022']
19998,378,['09-25-2022']
19999,378,['10-02-2022']
20000,378,['10-09-2022']
20001,378,['10-16-2022']
20002,378,['10-23-2022']
20003,378,['10-30-2022']
20004,378,['11-06-2022']
20005,378,['11-13-2022']
20006,378,['11-20-2022']
20007,378,['11-27-2022']
20008,378,['12-04-2022']
20009,378,['12-11-2022']
20010,378,['12-18-2022']
20011,378,['12-25-2022']
20012,378,['01-01-2023']
20013,378,['01-08-2023']
20014,378,['01-15-2023']
20015,378,['01-22-2023']
20016,378,['01-29-2023']
20017,378,['02-05-2023']
20018,378,['02-12-2023']
20019,378,['02-19-2023']
20020,378,['02-26-2023']
20021,378,['03-05-2023']
20022,378,['03-12-2023']
20023,378,['03-19-2023']
20024,378,['03-26-2023']
20025,378,['04-02-2023']
20026,378,['04-09-2023']
20027,378,['04-16-2023']
20028,378,['04-23-2023']
20029,378,['04-30-2023']
20030,378,['05-07-2023']
20031,378,['05-14-2023']
20032,378,['05-21-2023']
20033,378,['05-28-2023']
20034,379,['05-29-2022']
20035,379,['06-05-2022']
20036,379,['06-12-2022']
20037,379,['06-19-2022']
20038,379,['06-26-2022']
20039,379,['07-03-2022']
20040,379,['07-10-2022']
20041,379,['07-17-2022']
20042,379,['07-24-2022']
20043,379,['07-31-2022']
20044,379,['08-07-2022']
20045,379,['08-14-2022']
20046,379,['08-21-2022']
20047,379,['08-28-2022']
20048,379,['09-04-2022']
20049,379,['09-11-2022']
20050,379,['09-18-2022']
20051,379,['09-25-2022']
20052,379,['10-02-2022']
20053,379,['10-09-2022']
20054,379,['10-16-2022']
20055,379,['10-23-2022']
20056,379,['10-30-2022']
20057,379,['11-06-2022']
20058,379,['11-13-2022']
20059,379,['11-20-2022']
20060,379,['11-27-2022']
20061,379,['12-04-2022']
20062,379,['12-11-2022']
20063,379,['12-18-2022']
20064,379,['12-25-2022']
20065,379,['01-01-2023']
20066,379,['01-08-2023']
20067,379,['01-15-2023']
20068,379,['01-22-2023']
20069,379,['01-29-2023']
20070,379,['02-05-2023']
20071,379,['02-12-2023']
20072,379,['02-19-2023']
20073,379,['02-26-2023']
20074,379,['03-05-2023']
20075,379,['03-12-2023']
20076,379,['03-19-2023']
20077,379,['03-26-2023']
20078,379,['04-02-2023']
20079,379,['04-09-2023']
20080,379,['04-16-2023']
20081,379,['04-23-2023']
20082,379,['04-30-2023']
20083,379,['05-07-2023']
20084,379,['05-14-2023']
20085,379,['05-21-2023']
20086,379,['05-28-2023']
20087,380,['05-29-2022']
20088,380,['06-05-2022']
20089,380,['06-12-2022']
20090,380,['06-19-2022']
20091,380,['06-26-2022']
20092,380,['07-03-2022']
20093,380,['07-10-2022']
20094,380,['07-17-2022']
20095,380,['07-24-2022']
20096,380,['07-31-2022']
20097,380,['08-07-2022']
20098,380,['08-14-2022']
20099,380,['08-21-2022']
20100,380,['08-28-2022']
20101,380,['09-04-2022']
20102,380,['09-11-2022']
20103,380,['09-18-2022']
20104,380,['09-25-2022']
20105,380,['10-02-2022']
20106,380,['10-09-2022']
20107,380,['10-16-2022']
20108,380,['10-23-2022']
20109,380,['10-30-2022']
20110,380,['11-06-2022']
20111,380,['11-13-2022']
20112,380,['11-20-2022']
20113,380,['11-27-2022']
20114,380,['12-04-2022']
20115,380,['12-11-2022']
20116,380,['12-18-2022']
20117,380,['12-25-2022']
20118,380,['01-01-2023']
20119,380,['01-08-2023']
20120,380,['01-15-2023']
20121,380,['01-22-2023']
20122,380,['01-29-2023']
20123,380,['02-05-2023']
20124,380,['02-12-2023']
20125,380,['02-19-2023']
20126,380,['02-26-2023']
20127,380,['03-05-2023']
20128,380,['03-12-2023']
20129,380,['03-19-2023']
20130,380,['03-26-2023']
20131,380,['04-02-2023']
20132,380,['04-09-2023']
20133,380,['04-16-2023']
20134,380,['04-23-2023']
20135,380,['04-30-2023']
20136,380,['05-07-2023']
20137,380,['05-14-2023']
20138,380,['05-21-2023']
20139,380,['05-28-2023']
20140,381,['05-29-2022']
20141,381,['06-05-2022']
20142,381,['06-12-2022']
20143,381,['06-19-2022']
20144,381,['06-26-2022']
20145,381,['07-03-2022']
20146,381,['07-10-2022']
20147,381,['07-17-2022']
20148,381,['07-24-2022']
20149,381,['07-31-2022']
20150,381,['08-07-2022']
20151,381,['08-14-2022']
20152,381,['08-21-2022']
20153,381,['08-28-2022']
20154,381,['09-04-2022']
20155,381,['09-11-2022']
20156,381,['09-18-2022']
20157,381,['09-25-2022']
20158,381,['10-02-2022']
20159,381,['10-09-2022']
20160,381,['10-16-2022']
20161,381,['10-23-2022']
20162,381,['10-30-2022']
20163,381,['11-06-2022']
20164,381,['11-13-2022']
20165,381,['11-20-2022']
20166,381,['11-27-2022']
20167,381,['12-04-2022']
20168,381,['12-11-2022']
20169,381,['12-18-2022']
20170,381,['12-25-2022']
20171,381,['01-01-2023']
20172,381,['01-08-2023']
20173,381,['01-15-2023']
20174,381,['01-22-2023']
20175,381,['01-29-2023']
20176,381,['02-05-2023']
20177,381,['02-12-2023']
20178,381,['02-19-2023']
20179,381,['02-26-2023']
20180,381,['03-05-2023']
20181,381,['03-12-2023']
20182,381,['03-19-2023']
20183,381,['03-26-2023']
20184,381,['04-02-2023']
20185,381,['04-09-2023']
20186,381,['04-16-2023']
20187,381,['04-23-2023']
20188,381,['04-30-2023']
20189,381,['05-07-2023']
20190,381,['05-14-2023']
20191,381,['05-21-2023']
20192,381,['05-28-2023']
20193,382,['05-29-2022']
20194,382,['06-05-2022']
20195,382,['06-12-2022']
20196,382,['06-19-2022']
20197,382,['06-26-2022']
20198,382,['07-03-2022']
20199,382,['07-10-2022']
20200,382,['07-17-2022']
20201,382,['07-24-2022']
20202,382,['07-31-2022']
20203,382,['08-07-2022']
20204,382,['08-14-2022']
20205,382,['08-21-2022']
20206,382,['08-28-2022']
20207,382,['09-04-2022']
20208,382,['09-11-2022']
20209,382,['09-18-2022']
20210,382,['09-25-2022']
20211,382,['10-02-2022']
20212,382,['10-09-2022']
20213,382,['10-16-2022']
20214,382,['10-23-2022']
20215,382,['10-30-2022']
20216,382,['11-06-2022']
20217,382,['11-13-2022']
20218,382,['11-20-2022']
20219,382,['11-27-2022']
20220,382,['12-04-2022']
20221,382,['12-11-2022']
20222,382,['12-18-2022']
20223,382,['12-25-2022']
20224,382,['01-01-2023']
20225,382,['01-08-2023']
20226,382,['01-15-2023']
20227,382,['01-22-2023']
20228,382,['01-29-2023']
20229,382,['02-05-2023']
20230,382,['02-12-2023']
20231,382,['02-19-2023']
20232,382,['02-26-2023']
20233,382,['03-05-2023']
20234,382,['03-12-2023']
20235,382,['03-19-2023']
20236,382,['03-26-2023']
20237,382,['04-02-2023']
20238,382,['04-09-2023']
20239,382,['04-16-2023']
20240,382,['04-23-2023']
20241,382,['04-30-2023']
20242,382,['05-07-2023']
20243,382,['05-14-2023']
20244,382,['05-21-2023']
20245,382,['05-28-2023']
20246,383,['05-29-2022']
20247,383,['06-05-2022']
20248,383,['06-12-2022']
20249,383,['06-19-2022']
20250,383,['06-26-2022']
20251,383,['07-03-2022']
20252,383,['07-10-2022']
20253,383,['07-17-2022']
20254,383,['07-24-2022']
20255,383,['07-31-2022']
20256,383,['08-07-2022']
20257,383,['08-14-2022']
20258,383,['08-21-2022']
20259,383,['08-28-2022']
20260,383,['09-04-2022']
20261,383,['09-11-2022']
20262,383,['09-18-2022']
20263,383,['09-25-2022']
20264,383,['10-02-2022']
20265,383,['10-09-2022']
20266,383,['10-16-2022']
20267,383,['10-23-2022']
20268,383,['10-30-2022']
20269,383,['11-06-2022']
20270,383,['11-13-2022']
20271,383,['11-20-2022']
20272,383,['11-27-2022']
20273,383,['12-04-2022']
20274,383,['12-11-2022']
20275,383,['12-18-2022']
20276,383,['12-25-2022']
20277,383,['01-01-2023']
20278,383,['01-08-2023']
20279,383,['01-15-2023']
20280,383,['01-22-2023']
20281,383,['01-29-2023']
20282,383,['02-05-2023']
20283,383,['02-12-2023']
20284,383,['02-19-2023']
20285,383,['02-26-2023']
20286,383,['03-05-2023']
20287,383,['03-12-2023']
20288,383,['03-19-2023']
20289,383,['03-26-2023']
20290,383,['04-02-2023']
20291,383,['04-09-2023']
20292,383,['04-16-2023']
20293,383,['04-23-2023']
20294,383,['04-30-2023']
20295,383,['05-07-2023']
20296,383,['05-14-2023']
20297,383,['05-21-2023']
20298,383,['05-28-2023']
20299,384,['05-29-2022']
20300,384,['06-05-2022']
20301,384,['06-12-2022']
20302,384,['06-19-2022']
20303,384,['06-26-2022']
20304,384,['07-03-2022']
20305,384,['07-10-2022']
20306,384,['07-17-2022']
20307,384,['07-24-2022']
20308,384,['07-31-2022']
20309,384,['08-07-2022']
20310,384,['08-14-2022']
20311,384,['08-21-2022']
20312,384,['08-28-2022']
20313,384,['09-04-2022']
20314,384,['09-11-2022']
20315,384,['09-18-2022']
20316,384,['09-25-2022']
20317,384,['10-02-2022']
20318,384,['10-09-2022']
20319,384,['10-16-2022']
20320,384,['10-23-2022']
20321,384,['10-30-2022']
20322,384,['11-06-2022']
20323,384,['11-13-2022']
20324,384,['11-20-2022']
20325,384,['11-27-2022']
20326,384,['12-04-2022']
20327,384,['12-11-2022']
20328,384,['12-18-2022']
20329,384,['12-25-2022']
20330,384,['01-01-2023']
20331,384,['01-08-2023']
20332,384,['01-15-2023']
20333,384,['01-22-2023']
20334,384,['01-29-2023']
20335,384,['02-05-2023']
20336,384,['02-12-2023']
20337,384,['02-19-2023']
20338,384,['02-26-2023']
20339,384,['03-05-2023']
20340,384,['03-12-2023']
20341,384,['03-19-2023']
20342,384,['03-26-2023']
20343,384,['04-02-2023']
20344,384,['04-09-2023']
20345,384,['04-16-2023']
20346,384,['04-23-2023']
20347,384,['04-30-2023']
20348,384,['05-07-2023']
20349,384,['05-14-2023']
20350,384,['05-21-2023']
20351,384,['05-28-2023']
20352,385,['05-29-2022']
20353,385,['06-05-2022']
20354,385,['06-12-2022']
20355,385,['06-19-2022']
20356,385,['06-26-2022']
20357,385,['07-03-2022']
20358,385,['07-10-2022']
20359,385,['07-17-2022']
20360,385,['07-24-2022']
20361,385,['07-31-2022']
20362,385,['08-07-2022']
20363,385,['08-14-2022']
20364,385,['08-21-2022']
20365,385,['08-28-2022']
20366,385,['09-04-2022']
20367,385,['09-11-2022']
20368,385,['09-18-2022']
20369,385,['09-25-2022']
20370,385,['10-02-2022']
20371,385,['10-09-2022']
20372,385,['10-16-2022']
20373,385,['10-23-2022']
20374,385,['10-30-2022']
20375,385,['11-06-2022']
20376,385,['11-13-2022']
20377,385,['11-20-2022']
20378,385,['11-27-2022']
20379,385,['12-04-2022']
20380,385,['12-11-2022']
20381,385,['12-18-2022']
20382,385,['12-25-2022']
20383,385,['01-01-2023']
20384,385,['01-08-2023']
20385,385,['01-15-2023']
20386,385,['01-22-2023']
20387,385,['01-29-2023']
20388,385,['02-05-2023']
20389,385,['02-12-2023']
20390,385,['02-19-2023']
20391,385,['02-26-2023']
20392,385,['03-05-2023']
20393,385,['03-12-2023']
20394,385,['03-19-2023']
20395,385,['03-26-2023']
20396,385,['04-02-2023']
20397,385,['04-09-2023']
20398,385,['04-16-2023']
20399,385,['04-23-2023']
20400,385,['04-30-2023']
20401,385,['05-07-2023']
20402,385,['05-14-2023']
20403,385,['05-21-2023']
20404,385,['05-28-2023']
20405,386,['05-29-2022']
20406,386,['06-05-2022']
20407,386,['06-12-2022']
20408,386,['06-19-2022']
20409,386,['06-26-2022']
